,Data,Moneda,Open,Low,High,Volumne,Close,Volume
2021-10-29,,BBVA,6.980000019073486,6.940000057220459,7.079999923706055,,6.96999979019165,2359400.0
2021-10-29,,SAN,3.7799999713897705,3.7699999809265137,3.809999942779541,,3.7899999618530273,3046600.0
2021-10-29,,TEF,4.369999885559082,4.340000152587891,4.389999866485596,,4.349999904632568,1274900.0
2021-10-29,,MT,33.779998779296875,33.56999969482422,34.25,,34.16999816894531,2908700.0
